EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
850647934,COVID SAFE AT HOME INC,% ROBERT MASTER,185 DARTMOUTH ST STE 1002,BOSTON,MA,02116-5883,0000,03,3,1000,202007,1,16,000000000,1,01,202503,4,4,01,0,03,108573,454564,454564,E02,
850653543,REACH FOUNDATION INC,% ANSEL DUFF,38 GROVE ST,NEW BEDFORD,MA,02740-3418,0000,03,3,1200,202004,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B82,
850659010,COLLEEN E RITZER MEMORIAL FUND INC,% PEGGIE RITZER,5 DASCOMB RD,ANDOVER,MA,01810-5626,0000,03,3,1000,202010,1,15,000000000,1,01,202409,6,4,01,0,09,1954625,376205,283492,B82,
850667372,GSD3 FOUNDATION INC,,215 COMMON ST,DEDHAM,MA,02026-4020,0000,03,3,1000,202007,1,04,000000000,1,01,202412,4,3,00,1,12,312444,90244,,H12,
850669126,BLACKS IN GOVERNMENT,% HELEN BLACKMAN,220 BINNEY ST,CAMBRIDGE,MA,02142-1026,3351,03,9,2000,198101,1,15,430000000,1,01,202412,0,0,02,0,12,0,0,0,,VOLPE BIG
850671477,ZONTA INTERNATIONAL,% ELIZABETH FAMA,PO BOX 6052,CHELSEA,MA,02150-0006,1219,04,9,1300,195305,2,00,602040575,5,01,202505,0,0,02,0,05,0,0,0,,CHELSEA AND NORTH SHORE
850677780,HIGH ALTITUDE PLATFORM STATION ALLIANCE INC,% MICHAEL B AYERS,401 EDGEWATER PL STE 600,WAKEFIELD,MA,01880-6200,0000,06,3,2000,202301,2,00,000000000,1,01,202412,4,4,01,0,12,220689,275125,275125,S41,HAPS ALLIANCE
850683713,KEMPVILLE FLAGS INC,% ALAN D HORBAL,458 E MAIN ST,NORTH ADAMS,MA,01247-4402,0000,03,3,1200,202408,1,04,000000000,1,01,202412,1,1,00,1,12,1829,4279,,N52,
850683889,LUPERCAL,% LAUREN K DOWNEY,25 ROSEMARY ST,NEEDHAM,MA,02494-3265,0000,03,3,2000,202004,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
850685098,INTERNATIONAL INSTITUTE FOR ISLAMIC STUDIES INC,% KHALID NASR,5 TAYLOR LN,HINGHAM,MA,02043-1676,0000,03,3,1200,202009,1,16,000000000,1,01,202412,1,4,01,0,12,8695,107384,107384,B05,
850686302,IGLESIA PENTECOSTAL ALCANZANDO ALMAS INC,,112 MARSTON ST APT 402,LAWRENCE,MA,01841-2353,0000,03,3,1700,202103,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
850686321,DAGNY FOUNDATION,,40 ROUTE 130,FORESTDALE,MA,02644-1839,0000,03,3,1000,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T50,
850689442,DRAKE ACADEMY OF EXCELLENCE INC,% ESTHER CONCEPCION,109 DUDLEY RD,BILLERICA,MA,01821-4143,0000,03,3,1200,202112,1,11,000000000,1,01,202412,3,3,02,0,12,76826,28325,28325,B24,
850690151,LAMPHHS INC,% JENNIFER K NIEVES,CO SARAH ALGER 55 FRUIT STREET,BOSTON,MA,02114-0000,0000,03,3,2000,202109,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B03,
850690984,4 OTHERS INC,% JAMES HURLEY,131 GREENWOOD PKWY,HOLDEN,MA,01520-1658,0000,03,3,1000,202005,1,15,000000000,1,01,202412,2,1,02,0,12,17778,8134,8134,P20,
850692228,ONE FAIR WAGE INC,% OFW ADMINISTRATOR,30 BOW ST,CAMBRIDGE,MA,02138-5001,0000,03,3,1200,202004,1,15,000000000,1,01,202412,6,7,01,0,12,3507600,7411478,7411478,R20,
850692857,FRIENDS OF BASSING BEACH INC,,257 ATLANTIC AVE,COHASSET,MA,02025-1434,0000,03,3,1238,202101,1,15,000000000,1,01,202412,3,4,01,0,12,73396,117710,117710,C30,
850693950,NEW BEDFORD STRONG,,546 COUNTY ST,NEW BEDFORD,MA,02740-6502,0000,03,3,1000,202103,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,W99,NBSTRONG
850694465,THE BIKE CONNECTOR INC,,PO BOX 8674,LOWELL,MA,01853-8674,0000,03,3,1000,202010,1,15,000000000,1,01,202412,3,4,01,0,12,78356,171557,171557,,
850696882,SOWA GOAT SANCTUARY,,184 OLD LITTLETON RD,HARVARD,MA,01451-1416,0000,03,3,2400,202102,1,15,000000000,1,01,202412,4,4,01,0,12,151822,236435,236435,D20,
850698106,BOSTON EDUCATION FORWARD INC,,276 NEWBURY STREET,BOSTON,MA,02116-2426,0000,03,3,1000,202408,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,F12,
850698614,FOUR RIVERS FOUNDATION INC,,PO BOX 1094,ORLEANS,MA,02653-1094,0000,03,3,7000,202008,1,21,000000000,1,01,,0,0,13,0,11,,,,,
850699588,RE-IMAGINING MIGRATION INC,,50 MILK ST 16TH FLOOR,BOSTON,MA,02109-5002,0000,03,3,1000,202102,1,15,000000000,1,01,202406,6,6,01,0,06,1448472,1510721,1510721,B11,
850713122,MURRIEL TOUSSAINT MICHEL INSTITUTE INC,% ROBERA TOUSSAINT MICHEL,545 CONCORD AVE,CAMBRIDGE,MA,02138-1125,0000,03,3,1000,202011,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,J02,MTM INSTITUTE
850713997,CONSORTIUM FOR AFRICAN HEALTH,% LAUREN BROWN,474 PARKER ST,LOWELL,MA,01851-3523,0000,03,3,1278,202005,1,15,000000000,1,01,202412,1,0,02,0,12,1,0,0,Q01,
850715488,VENT19 CORP,% PANKAJ MERCHIA,617 BOYLSTON ST,BROOKLINE,MA,02445-5757,0000,03,3,1200,202312,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,H92,
850716816,FOUR ANGELS FOUNDATION INC,,PO BOX 1094,ORLEANS,MA,02653-1094,0000,03,3,1700,202008,1,21,000000000,1,01,,0,0,13,0,11,,,,X20,
850723751,HEYA INTERNATIONAL CORP,,58 JOHN SCOTT BLVD,NORTON,MA,02766-3458,0000,03,3,1235,202012,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,T30,
850727414,FRIENDS OF FARM POND INC,% JANET OCONNOR,55 GLEN ST,DOVER,MA,02030-2316,0000,03,3,1000,202302,1,16,000000000,1,01,202503,0,0,02,0,03,0,0,0,N67,
850731103,CAPECARE INC,,3688 MAIN ST,BARNSTABLE,MA,02630-1732,0000,03,3,1000,202205,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F01,
850731444,HEALING HANDS & BEYOND INC,,97 LEIGHTON RD,HYDE PARK,MA,02136-1100,0000,03,3,1280,202601,1,15,000000000,1,01,,0,0,02,0,12,,,,E70,
850732146,GIVEBACK FOUNDATION INC,,4 MONIZ DR,DARTMOUTH,MA,02747-5141,0000,03,3,1000,202406,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,T50,
850733330,NATIONAL FITNESS AND WELLNESS FOR THE BLIND,% PAYMAN SADEGHINEJAD,127 BEL AIR DR,LONGMEADOW,MA,01106-2727,0000,03,3,1000,202008,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,R23,
850734295,AHS BOYS SOCCER BOOSTER,% JENNIFER SRIVASTAVA,2 ENDICOTT RD,ANDOVER,MA,01810-2848,0000,03,3,1000,202006,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,B11,
850735000,PETIT GOAVE LAMARRE FOUNDATION,% JOSEPH F BAZILE,251 BATTLES ST,BROCKTON,MA,02301-2268,0000,03,3,1200,202005,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q33,
850743811,WATERTOWN-BELMONT YOUTH FOOTBALL AND CHEER INC,,71 SPRUCE ST,WATERTOWN,MA,02472-1903,0000,03,3,1000,202006,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,N65,
850744284,NEW BEDFORD YACHT CLUB REGATTA ASSOCIATION INC,% JACK BAGLINI,208 ELM ST,S DARTMOUTH,MA,02748-3420,0000,03,3,1000,202203,1,16,000000000,1,01,202412,1,4,01,0,12,1676,126243,126243,N70,
850745771,BERKSHIRE ACADEMY FOR ADVANCED MUSICAL STUDIES,% DONALD SOMMER,32 LINDLEY TER,WILLIAMSTOWN,MA,01267-2240,0000,03,3,1000,202009,1,16,000000000,1,01,202206,0,0,02,0,06,0,0,0,A6E,
850749476,EMOTIONAL PPE PROJECT INC,% ARIEL BROWN,15 UNIVERSITY RD,ARLINGTON,MA,02474-3520,0000,03,3,1000,202005,1,15,000000000,1,01,202412,3,3,01,0,12,65794,54310,54310,F80,
850751917,VETERANS ON THE 48,% MICHAEL YORK,430 HIGHLAND ST,E BRIDGEWTR,MA,02333-1414,0000,03,3,1000,202009,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,VETERANS ON THE 48
850756606,TIMAO CENTER INC,% BRIAN R WEEKS,371 BAY ST,FALL RIVER,MA,02724-1513,0000,03,3,1700,202007,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P50,
850756640,USASED INC,% CARE OF JORID PORECI,3920 MYSTIC VALLEY PKWY APT 311,MEDFORD,MA,02155-6905,0000,03,3,1200,202201,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,C32,
850761564,LED BY FOUNDATION INC,% RUHA SHADAB,145 CAMBRIDGE ST,WINCHESTER,MA,01890-2413,0000,03,3,1200,202010,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W70,
850762741,CLOSING THE GAP FOUNDATION,,28 PIN OAK DR,SCITUATE,MA,02066-4028,0000,03,3,1000,202007,1,16,000000000,1,01,202412,3,3,02,0,12,41815,45136,17901,G45,
850762950,MOCKINGBIRD PERFORMING ARTS CENTER CORPORATION,% LISA B GILGAN,25 ROBERT DRIVE,SOUTH EASTON,MA,02375-1356,0000,03,3,1200,202007,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,A60,
850774948,PEG CENTER FOR ART AND ACTIVISM,% PAULA ESTEY,3 PINE ST,NEWBURYPORT,MA,01950-3207,0000,03,3,1000,202102,1,16,000000000,1,01,202412,2,3,01,0,12,22607,75933,75933,A11,
850779206,CECELIAS ADVENTURES INC,% MATTHEW GOUSIE,35 CHRISTOPHER DR,ATTLEBORO,MA,02703-8531,0000,03,3,1000,202101,1,04,000000000,1,01,202412,3,2,00,1,12,25167,15269,,,
850786690,MITCH LORTZ INC,% SYDNEY LORTZ,116 BARTON RD,STOW,MA,01775-1527,0000,03,3,1000,202005,1,04,000000000,1,01,202412,1,1,00,1,12,4154,6276,,T12,MITCH LORTZ
850794684,PULSE-INTERNATIONAL SAFETY AND SECURITY PROFESSIONALS IN HIGHER E,% TODD,679 WASHINGTON ST STE 8 PMB 114,S ATTLEBORO,MA,02703-8408,0000,03,3,2000,202004,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,M03,
850795478,RISE AGAIN THE SABRINA BEST FOUNDATION INC,% HEATHER A COOPER,4 SIMONDS FARM RD,N BILLERICA,MA,01862-2843,0000,03,3,1000,202006,1,15,000000000,1,01,202412,3,3,01,0,12,88775,76465,69204,F12,
850796763,NEIGHBORS EATING ALL TOGETHER,,10 COURT ST UNIT 43,ARLINGTON,MA,02476-7601,0000,03,3,1000,202406,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,T50,
850806747,FOUR WINDS FOUNDATION CHARITABLE TRUST,% MARY M DWYER,PO BOX 1094,ORLEANS,MA,02653-1094,0000,03,3,7000,202007,1,21,000000000,2,01,,0,0,13,0,11,,,,X11,
850807163,B STRONG FUND INC,,100 CAUSEWAY ST SPC 1120,BOSTON,MA,02114-1316,0000,03,3,1000,202007,1,15,000000000,1,01,202412,3,1,02,0,12,65853,804,804,P12,
850807909,HENRI E ROSEN FOUNDATION 2,% MARK NOWAK,MCCARTER ENGLISH 265 FRANKLIN ST,BOSTON,MA,02110-0000,0000,03,3,1000,202209,1,04,000000000,2,01,202412,4,4,00,1,12,364288,116575,,L80,
850811863,PETER MANZON SCHOLARSHIP CORP,% PETER MANZON,20 BISHOPS FOREST DR,WALTHAM,MA,02452-8801,0000,03,3,1200,202005,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B82,
850820487,MASTER WARDENS & MEMBERS OF THE GRAND LODGE OF THE MASONS IN MASS,% MACGREGOR MORGAN,PO BOX 485,STOUGHTON,MA,02072-0000,0237,10,9,1000,195402,1,00,036150382,5,01,202212,0,0,01,0,08,0,0,0,Y19,STOUGHTON MASONIC BUILDING ASSOC
850820993,GRACE WORLD FOUNDATION INC,,315 UNIVERSITY AVE 2ND FL,WESTWOOD,MA,02090-2315,0000,03,3,1000,202103,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T50,
850824968,HUNGER SMOKED INC,,76 MILLER ST,MIDDLEBORO,MA,02346-3216,0000,03,3,1000,202005,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,K30,HUNGER SMOKED
850831309,SWENSRUD IV FOUNDATION INC,% CHOATE HALL & STEWART LLP,PO BOX 961019,BOSTON,MA,02196-1019,0000,03,3,1278,202007,1,04,000000000,1,01,202412,4,2,00,1,12,168333,17795,,A12,
850831895,JOURNAL OF LAW AND TECHNOLOGY ASSOCIATION INC,% MANAGING EDITORS,PO BOX 381247,CAMBRIDGE,MA,02238-1247,0000,03,3,1200,202006,1,15,000000000,1,01,202405,0,0,02,0,05,0,0,0,V26,
850835551,SAVING FOR A GOOD CAUSE INC,% OWEN BELL,61 LESLIE RD,ROWLEY,MA,01969-2339,0000,03,3,1000,202005,1,15,000000000,1,01,202412,1,1,02,0,12,1648,5,5,P12,
850839958,MASSACHUSETTS HOUSING COALITION INC,% JEFFERSON SMITH,6 ABRAHAMS WAY,IPSWICH,MA,01938-2665,0000,04,3,1000,202106,2,00,000000000,1,01,202406,2,3,02,0,06,16936,46993,46993,S20,
850842092,HIGHPOINT FOUNDATION INC,% IAN CAIN,1495 HANCOCK ST 4TH FLOOR,QUINCY,MA,02169-5248,0000,03,3,1280,202009,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,U05,HIGHPOINT FOUNDATION
850847756,HUMAN CELL ATLAS INC,% MARY DAVIS,415 MAIN ST,CAMBRIDGE,MA,02142-1027,0000,03,3,2800,202110,1,15,000000000,1,01,202306,6,6,01,0,06,2425097,1243754,1243754,U20,
850850166,PAPER BAG MASK FOUNDATION,,9 DINANNO RD,STONEHAM,MA,02180-1545,0000,03,3,1000,202108,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,F70,
850865449,COMMUNITY OF JESUS TRUST,% MARY M DWYER,PO BOX 1094,ORLEANS,MA,02653-1094,0000,03,3,7000,202007,1,21,000000000,2,01,,0,0,13,0,11,,,,X20,
850868569,KINCASA INC,,325 DONALD LYNCH BLVD SUITE 100,MARLBOROUGH,MA,01752-4724,0000,03,3,1000,202103,1,15,000000000,1,01,202506,5,4,01,0,06,710000,310000,310000,P73,
850869871,JULES ANDRE MENTOR FOUNDATION INC,% JULES ANDRE MENTOR,46 JOHN ST APT 2,MALDEN,MA,02148-6536,0000,03,3,1000,202106,1,16,000000000,1,01,202412,3,3,01,0,12,51200,74500,74500,O50,NONE
850872157,DIANAS FIBROID FOUNDATION INC,% BLAKE TOMKINSON,101 SUNSET RD,WESTON,MA,02493-1636,0000,03,3,1000,202007,1,04,000000000,1,25,202412,4,3,00,1,12,112261,33614,,H30,
850874445,FRIENDS OF PALLADIO,% FEDERICO MINOLI,37 PINCKNEY ST,BOSTON,MA,02114-4801,0000,03,3,1200,202008,1,15,000000000,1,01,202212,2,2,02,0,12,17509,20015,20015,A20,
850882888,SALMON FAMILY FOUNDATION INC,% MATTHEW SALMON,37 BIRCH STREET,MILFORD,MA,01757-5501,0000,03,3,1280,202005,1,04,000000000,1,01,202412,1,1,00,1,12,450,3821,,T22,
850887321,BANGLADESH SPORTS CLUB BOSTON,% NASIRUDDIN CHOWDHURY,165 W WYOMING AVE,MELROSE,MA,02176-3629,0000,03,3,1200,202302,1,16,000000000,1,01,202412,1,1,02,0,12,86,8275,8275,N50,
850907411,LEADING EDGE PRODUCTIONS INC,,206 ALLANDALE RD APT 3A,CHESTNUT HILL,MA,02467-3283,0000,03,3,1200,202001,1,15,000000000,1,01,202412,3,3,01,0,12,29976,70085,70085,A31,
850908474,STOUGHTON POST 89 INC AMERICAN LEGION,% CHERYL ANZALONE,14 SEAVER ST,STOUGHTON,MA,02072-2635,0000,19,3,1000,202301,1,00,000000000,1,01,202412,4,4,01,0,12,432152,415772,415772,W30,
850908781,LAUNCH GURLS,% AVERIL SPENCER,24 MAGAZINE ST APT 1,CAMBRIDGE,MA,02139-3946,0000,03,3,1200,202011,1,15,000000000,1,01,202412,1,4,01,0,12,2614,215619,215619,O53,
850909970,CHRYSALIS CAMPAIGN INC,,82 NORTH ST APT 6,DALTON,MA,01226-1205,0000,03,3,1200,202502,1,04,000000000,1,01,,0,0,00,1,04,,,,B60,
850918123,MAASHA TRUST,% PRAVEEN HARIHARAN,234 HAYDEN ROWE ST,HOPKINTON,MA,01748-2805,0000,03,3,1000,202009,1,12,000000000,2,01,202412,3,4,01,0,12,39062,162599,162599,E70,
850922903,MOJALOOP FOUNDATION INC,,401 EDGEWATER PL STE 600,WAKEFIELD,MA,01880-6200,0000,03,3,1000,202007,1,15,000000000,1,01,202412,7,7,01,0,12,5553280,5455729,5455729,Q33,
850925915,TEAM FRANK AFRICA USA INC,% CHRISTIAN CHEDEL,11 CAPE COD LN,NORWELL,MA,02061-1816,0000,03,3,1200,202011,1,15,000000000,1,01,202412,4,4,01,0,12,230046,289165,289165,P80,
850928311,PROJECT PRANA FOUNDATION INC,% SHRIYA SRINIVASAN,165 PLEASANT STREET,CAMBRIDGE,MA,02139-4659,0000,03,3,1200,202009,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,E70,
850929681,EGHOMWAN YOUTH DEVELOPMENT INITIATIVE INTERNATIONAL,% JOY HAVE,35 YUKON AVE,WORCESTER,MA,01605-1629,0000,03,3,1000,202110,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,T50,
850929767,SMART MINISTRIES INTERNATIONAL,% ROBERT ODANGA KANYANGA,687 MEADOW STREET,CHICOPEE,MA,01013-0000,0000,03,3,7000,202305,1,16,000000000,1,01,,0,0,02,0,12,,,,X21,
850952041,HELP US HELP NURSES SCHOLARSHIP FUND,% BREANNA CONNORS,38 WALNUT ST,FOXBORO,MA,02035-2528,0000,03,3,1280,202005,1,16,000000000,5,01,202212,0,0,02,0,12,0,0,0,B82,
850955900,MCCLARY FAMILY FOUNDATION INC,,16 HEMLOCK TER,WALTHAM,MA,02452-5740,0000,03,3,1000,202408,1,04,000000000,1,01,202412,1,1,00,1,12,1,1,,B82,
850959009,MBTA POLICE SERGEANTS ASSOCIATION INCORPORATED,% PETER F FLYNN,240 SOUTHAMPTON ST,ROXBURY,MA,02118-2723,0000,05,3,3000,202109,2,00,000000000,1,01,202412,3,3,02,0,12,75081,43040,43040,J40,
850964461,MOUVEMENT POUR LE DEVELOPPEMENT DE LACEDRAS INC,% REYNOLD PHILEMON,15 LEXINGTON AVE APT 2,HYDE PARK,MA,02136-3105,0000,03,3,1000,202406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
850967984,PERFORMING ARTS BUILDING FOUNDATION INC,,129 ROCK HARBOR RD,ORLEANS,MA,02653-2309,0000,03,3,1000,202102,1,21,000000000,1,01,202406,7,5,01,0,06,9403845,575498,575498,A11,
850974406,BEYOND BOND & LEGAL DEFENSE FUND INC,,3 CHURCH ST,CAMBRIDGE,MA,02138-3715,0000,03,3,1000,202010,1,15,000000000,1,01,202412,6,4,01,0,12,2965749,345849,345849,P99,
850975220,K A AMMISAH FOUNDATION INC,% LUCY SAKI,50 BURNETT STREET UNIT 2,JAMAICA PLAIN,MA,02130-2625,0000,03,3,1230,202111,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
850994453,LOWN COMMUNITY HEALTH CENTERS,% GOODARZ DANAEI,68 HIGH ST,NEEDHAM,MA,02494-1957,0000,03,3,1200,202202,1,15,000000000,1,01,202503,0,0,02,0,03,0,0,0,P20,
850999059,PAULA FORD-MARTIN MEMORIAL FUND,% CAS MARTIN,PO BOX 3,HAYDENVILLE,MA,01039-0003,0000,03,3,1200,202005,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,B82,
851000546,ARTS EMPOWERING LIFE TRUST,,129 ROCK HARBOR RD,ORLEANS,MA,02653-2309,0000,03,3,1000,202103,1,21,000000000,2,01,202406,5,4,01,0,06,614539,109091,109091,A12,
851003957,SYMI-FR INC,% CAROL VERROCHI,PO BOX 903,ASSONET,MA,02702-0896,0000,03,3,1200,202012,1,15,000000000,1,01,202312,2,4,01,0,12,12487,124756,116099,M19,
851005083,LEO PROJECT INC,,PO BOX 454,CHILMARK,MA,02535-0454,0000,03,3,2000,202103,1,15,000000000,1,01,202501,4,4,01,0,01,419403,401943,401943,B90,LEO PROJECT
851005170,BERKSHIRE COUNTY MA BLDG & CONSTRUCTION TRADES COUNCIL,,150 NORTH ST STE 27,PITTSFIELD,MA,01201-5102,0000,05,3,3000,202102,2,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,J40,
851006124,COLD FEET WARM HEARTS,,74 CAMPERDOWN LN,SUDBURY,MA,01776-1688,0000,03,3,1000,202103,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P60,
851020322,MATTHEW GALLIGAN FOUNDATION INC,,PO BOX 1114,NORTHBOROUGH,MA,01532-4114,0000,03,3,1000,202005,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,T12,
851021388,FRIENDS OF LACROSSE INC,,33 CONGRESS TER,MILFORD,MA,01757-4021,0000,03,3,2000,202009,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,N12,
851024198,LEGAL PRIORITIES INC,,6 LIBERTY SQUARE 6079,BOSTON,MA,02109-5800,0000,03,3,1000,202008,1,15,000000000,1,01,202412,7,7,01,0,12,6055978,7852814,7852814,P20,
851036949,ACTIVATED MASSACHUSETTS AFRICAN COMMUNITY INC,% CHIOMA O NNAJI,7 PALMER ST,ROXBURY,MA,02119-2427,0000,03,3,2000,202104,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A23,
851039003,BOSTON EMS FOUNDATION,% MICHAEL MACNEIL,295 FREEPORT ST,DORCHESTER,MA,02122-3513,0000,03,3,1000,202102,1,15,000000000,1,01,202412,3,3,02,0,12,41957,36060,5093,E11,
851043305,LOVE YOUR MENSES INC,% BRIA GADSDEN,1 GREENWICH ST APT 1B,BOSTON,MA,02120-2209,0000,03,3,1000,202009,1,16,000000000,1,01,202412,1,3,02,0,12,624,82180,0,,
851043644,MASS FOOD COVID 19 INC,,233 SANDWICH ST,PLYMOUTH,MA,02360-2434,0000,03,3,1000,202105,1,15,000000000,1,01,202412,1,1,02,0,12,5575,1874,1874,K30,POTENTIAL FAB EIN
851046654,BLESSED WOMEN MINISTRY,,44 BYRON ST APT 12,WORCESTER,MA,01606-2810,0000,03,3,1700,202109,1,15,000000000,1,01,202212,1,1,02,0,12,575,8280,8280,P11,
851051740,CENTER FOR HEALTHCARE INFORMATION SECURITY INC,,14 DURHAM ST,BOSTON,MA,02115-5301,0000,03,3,2000,202202,1,15,000000000,1,01,202412,1,1,02,0,12,343,303,303,S40,
851058454,WORKINGMOM SOCIAL CLUB INC,,15 JAMIE DR,BELLINGHAM,MA,02019-5505,0000,03,3,1000,202101,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
851059888,EMPOWERMENT THROUGH THE ARTS,% CELINDA,327 WENDELL RD,SHUTESBURY,MA,01072-9752,0000,03,3,1200,202006,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,A23,
851064634,KERSEY PLACE,% SONJA KERSEY,PO BOX 91,BROCKTON,MA,02303-0091,0000,03,3,1270,202303,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,W11,
851068018,FOUNDATION FOR ADVANCEMENT OF ESSENTIAL DIAGNOSTICS LIMITED,% MUSTAFA A BARBHUIYA,39 LYMAN ST,SOUTH HADLEY,MA,01075-2374,0000,03,3,1000,202305,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,H90,
851074300,HOMESTEAD AFGHANISTAN INC,% JILL SUZANNE KORNETSKY,53 UNION WHARF RD,DENNIS PORT,MA,02639-2526,0000,03,3,1000,202006,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,K20,HOMESTEAD AFGHANISTAN
851074771,COMMUNITY HEALTH EDUCATION INC,% PAUL SODEN,8 LANCASTER ST,QUINCY,MA,02169-6916,0000,03,3,1200,202009,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,T99,COMMUNITY HEALTHED
851080999,ADVANCED COLLEGIATE INC,% NICHOLAS D CHAPMAN,205 EDGE HILL RD,MILTON,MA,02186-5304,0000,03,3,1000,202408,1,15,000000000,1,01,202412,3,2,02,0,12,37048,21400,21400,B82,
851085804,PHARE BIO INC,% CASNER & EDWARDS LLP,303 CONGRESS STREET SECOND FLOOR,BOSTON,MA,02210-1007,0000,03,3,8000,202012,1,15,000000000,1,01,202406,6,6,01,0,06,2586256,2148132,2148132,H99,
851087454,SPRINGFIELD FELLOWSHIP,% FRAN,PO BOX 202,W SPRINGFIELD,MA,01090-0202,0000,03,3,7000,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
851089830,NEW ENGLAND SHAKESPEARE OXFORD LIBRARY,% WILLIAM BOYLE,208A WASHINGTON STREET,SOMERVILLE,MA,02143-3124,0000,03,3,2300,202009,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B70,
851090566,TIKU CHARITABLE FOUNDATION INC,,93 WORCESTER ST STE 101,WELLESLEY,MA,02481-3630,0000,03,3,1000,202101,1,03,000000000,1,01,202412,4,4,00,1,12,347178,136703,,T22,
851096028,MIDDLE EAST CYSTIC FIBROSIS ASSOCIATION,% CHRISTINE NOKE,675 VFW PARKWAY SUITE 226,CHESTNUT HILL,MA,02467-3656,0000,03,3,1000,202009,1,15,000000000,1,01,202412,3,4,01,0,12,75382,201333,201333,G45,
851096773,SOUTH EASTERN MA PAWS OF COMFORT,,878 WASHINGTON ST,S ATTLEBORO,MA,02703-7547,0000,03,3,1000,202104,1,16,000000000,5,01,202506,0,0,02,0,06,0,0,0,P99,
851103261,BOSTON UYGHUR SCHOOL INC,,5 EDGAR DR,ACTON,MA,01720-3243,0000,03,3,1270,202304,1,15,000000000,1,01,202401,0,0,02,0,01,0,0,0,A23,
851106296,PLUM ISLAND RADIO CONTROL FLYERS INC,% ROBERT RADFORD,24 PLUM ISLAND TPKE,NEWBURY,MA,01951-1352,0000,03,3,1280,202011,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
851107206,ARSEMA SPIRITUAL TSIWA ASSOCIATION Z BOSTON,,62 COTTAGE STREET,WATERTOWN,MA,02472-0000,0000,03,3,1700,202007,1,16,000000000,1,01,202212,1,0,02,0,12,1,0,0,X20,
851109102,FOURTH WALL INC,,1041 BROADWAY,SOMERVILLE,MA,02144-1814,0000,03,3,1000,202105,1,16,000000000,1,01,202412,1,3,01,0,12,8906,76515,76515,A60,
