ppin,name,address,city,state,zip,latitude,longitude,gradeRange,enrollment,phone,type
A9503777,ACADEMY FOR ACADEMIC EXCELLENCE,PO BOX 3906,CLARKSVILLE,TN,37043,36.567840,-87.313071,,16,9316479831,private
A9503783,BILL RICE CHRISTIAN ACADEMY,627 BILL RICE RANCH RD,MURFREESBORO,TN,37128,35.842795,-86.565145,,164,6158932767,private
A9503791,CEDAR GROVE SCHOOL,1640 LASCASSAS PIKE,MURFREESBORO,TN,37130,35.863990,-86.361751,,45,6158959590,private
A9503822,STOKES ACADEMY,90 STANLEY LN,GREENEVILLE,TN,37743,36.060460,-82.762831,,31,4236399449,private
A9503838,HERMITAGE HALL,1220 8TH AVE S,NASHVILLE,TN,37203,36.139940,-86.777501,,88,6152502402,private
A9503875,PROVIDENCE ACADEMY,2788 CARROLL CREEK RD,JOHNSON CITY,TN,37615,36.337790,-82.435191,,574,4238549819,private
A9503881,ST ANDREW'S SCHOOL,100 ONE FINE PL,SEVIERVILLE,TN,37862,35.702030,-83.644543,,47,8658682050,private
A9503923,AUSTIN WALDORF SCHOOL,8700 S VIEW RD,AUSTIN,TX,78737,30.231811,-97.912860,,331,5122885942,private
A9503944,CALVARY TEMPLE CHRISTIAN ACADEMY,PO BOX 852238,MESQUITE,TX,75185,32.725291,-96.601532,PK-PK,38,9722864935,private
A9503964,CHRISTIAN HERITAGE CLASSICAL SCHOOL,2715 FM 1844,LONGVIEW,TX,75605,32.589440,-94.782141,,251,9036634151,private
A9503971,THE CLARIDEN SCHOOL,100 CLARIDEN RANCH RD,SOUTHLAKE,TX,76092,32.992020,-97.158651,,143,6822370400,private
A9503982,THE COVENANT SCHOOL,7300 VALLEY VIEW LN,DALLAS,TX,75240,32.925733,-96.779942,,670,2143585818,private
A9504005,FATHER YERMO SCHOOLS,220 WASHINGTON ST,EL PASO,TX,79905,31.768578,-106.439495,,111,9155333185,private
A9504007,MT PLEASANT CHRISTIAN SCHOOL,300 S FLOREY AVE,MOUNT PLEASANT,TX,75455,33.154850,-94.959391,,11,9035771550,private
A9504017,FULL ARMOR CHRISTIAN ACADEMY,PO BOX 2035,HENDERSON,TX,75653,32.162478,-94.758068,,96,9036558489,private
A9504023,GRACE PREPARATORY ACADEMY,3300 W INTERSTATE 20,ARLINGTON,TX,76017,32.673420,-97.159461,,503,8175573399,private
A9504056,THE NEW KEY SCHOOL INC,7950 JOHN T WHITE RD,FORT WORTH,TX,76120,32.764581,-97.181696,,83,8174463738,private
A9504067,LIFEGATE CHRISTIAN SCHOOL,395 LIFEGATE LN,SEGUIN,TX,78155,29.531220,-97.914075,,132,8303720850,private
A9504090,MONTESSORI CHILDREN'S HOUSE & SCHOOL,7335 ABRAMS RD,DALLAS,TX,75231,32.877990,-96.742241,PK-PK,83,2143486276,private
A9504120,THE COVENANT PREPARATORY SCHOOL,1711 HAMBLEN RD,KINGWOOD,TX,77339,30.028570,-95.228937,,215,2813591090,private
A9504124,OAK HILL ACADEMY,9407 MIDWAY RD,DALLAS,TX,75220,32.867510,-96.838651,,121,2143538804,private
A9504127,OVILLA CHRISTIAN SCHOOL,3251 OVILLA RD,OVILLA,TX,75154,32.530780,-96.882371,,308,9726171177,private
A9504160,SOUTHCREST CHRISTIAN SCHOOL,3801 S LOOP 289,LUBBOCK,TX,79423,33.527800,-101.897162,,390,8067977400,private
A9504168,STEPHENVILLE CHRISTIAN SCHOOL,1120 COUNTY ROAD 351,STEPHENVILLE,TX,76401,32.189060,-98.267201,,36,2549654821,private
A9504178,HERITAGE SCHOOL,310 SMOKEHOUSE RD,FREDERICKSBURG,TX,78624,30.261950,-98.898871,,151,8309976597,private
A9504191,VICTORIA CHRISTIAN SCHOOL,3310 N BEN JORDAN ST,VICTORIA,TX,77901,28.822660,-96.983221,,79,3615735345,private
A9504202,WICHITA CHRISTIAN SCHOOL,1615 MIDWESTERN PKWY,WICHITA FALLS,TX,76302,33.876560,-98.497421,,197,9407631347,private
A9504208,AKIBA YAVNEH ACADEMY,12324 MERIT DR,DALLAS,TX,75251,32.915796,-96.771376,,317,2142953400,private
A9504209,YORKTOWN CHRISTIAN ACADEMY,5025A YORKTOWN BLVD,CORPUS CHRISTI,TX,78413,27.670717,-97.406162,,181,3619859960,private
A9504250,BREC ACADEMY,455 OLD WAGNER RD,PETERSBURG,VA,23805,37.189710,-77.352891,,25,8047332180,private
A9504257,CHRIST CHAPEL ACADEMY,13909 SMOKETOWN RD,WOODBRIDGE,VA,22192,38.646750,-77.300311,,361,7036703822,private
A9504270,JEFFERSON CHRISTIAN ACADEMY,219 BIG STONY CREEK RD,RIPPLEMEAD,VA,24150,37.328620,-80.669461,,98,5406265222,private
A9504292,MIDDLEBURG MONTESSORI SCHOOL,PO BOX 35,MIDDLEBURG,VA,20118,38.976150,-77.810341,PK-PK,27,5406875210,private
A9504303,OLD TOWN MONTESSORI SCHOOL,112 S COLUMBUS ST,ALEXANDRIA,VA,22314,38.804600,-77.048121,PK-PK,27,7036847323,private
A9504319,STAUNTON MONTESSORI SCHOOL,PO BOX 925,FISHERSVILLE,VA,22939,38.094210,-78.956981,K-12,92,5409495020,private
A9504344,CASCADE CHRISTIAN -JUNIOR HIGH/HIGH SCHOOL,811 21ST ST SE,PUYALLUP,WA,98372,47.184230,-122.263991,,479,2538411776,private
A9504346,CHILDREN'S INSTITUTE FOR LEARNING DIFFERENCES,2640 BENSON RD S,RENTON,WA,98055,47.456307,-122.201334,,44,4253363260,private
A9504370,ELLENSBURG CHRISTIAN SCHOOL,407 S ANDERSON ST,ELLENSBURG,WA,98926,46.988700,-120.541911,,101,5099252422,private
A9504384,HYLA MIDDLE SCHOOL,7861 BUCKLIN HILL RD NE,BAINBRIDGE ISLAND,WA,98110,47.620800,-122.543761,,130,2068425988,private
A9504420,MONTESSORI SCHOOLS OF SNOHOMISH COUNTY,1804 PUGET DR,EVERETT,WA,98203,47.922500,-122.208281,PK-PK,95,4253551311,private
A9504490,ELKINS CHRISTIAN ACADEMY,14 BROOKSIDE DR,ELKINS,WV,26241,38.899168,-79.840743,,69,3045914554,private
A9504514,CORNERSTONE CHRISTIAN ACADEMY,S3655 DUNCAN LN,VIROQUA,WI,54665,43.598283,-90.888268,,40,6086344102,private
A9504522,FAITH CHRISTIAN SCHOOL,611 N COLUMBUS ST,RANDOLPH,WI,53956,43.545200,-89.002641,,68,9203266090,private
A9504524,GRACE CHRISTIAN ACADEMY,8420 W BELOIT RD,WEST ALLIS,WI,53227,42.992010,-88.018641,,230,4143274200,private
A9504548,NTC CHRISTIAN ACADEMY,PO BOX 90,MERRILL,WI,54452,45.207427,-89.673449,,30,7155366855,private
A9504557,GREEN BAY ADVENTIST JUNIOR ACADEMY,1422 SHAWANO AVE,GREEN BAY,WI,54303,44.528020,-88.053241,,31,9204942741,private
A9504574,ST AUGUSTINE SCHOOL,4908 MONCHES RD,COLGATE,WI,53017,43.208217,-88.281779,,82,2626289838,private
A9504592,HOLY ROSARY ACADEMY,1010 W FIREWEED LN,ANCHORAGE,AK,99503,61.198370,-149.901501,,162,9072765822,private
A9700008,EVANGEL CHRISTIAN ACADEMY,3975 VAUGHN RD,MONTGOMERY,AL,36106,32.349960,-86.241101,,180,3342723887,private
A9700022,MARANATHAN ACADEMY,10 67TH ST N,BIRMINGHAM,AL,35206,33.549688,-86.738915,,22,2915918100,private
A9700032,PATHWAY INC,PO BOX 311206,ENTERPRISE,AL,36331,31.424405,-85.902257,,126,3348945405,private
A9700074,91ST PSALM CHRISTIAN SCHOOL,2020 E BASELINE RD,PHOENIX,AZ,85042,33.379210,-112.037661,,155,6022431900,private
A9700241,LIGHTHOUSE CHRISTIAN SCHOOL,1075 FOX PASS CUTOFF,HOT SPRINGS,AR,71901,34.570410,-93.007841,,21,5016174310,private
A9700259,ALDAR ACADEMY,4436 ENGLE RD,SACRAMENTO,CA,95821,38.631560,-121.360451,,60,9164859685,private
A9700273,ARCHER SCHOOL FOR GIRLS,11725 W SUNSET BLVD,LOS ANGELES,CA,90049,34.065140,-118.471551,,512,3108737020,private
A9700524,VICTORY CHRISTIAN ACADEMY,810 BUENA VISTA WAY,CHULA VISTA,CA,91910,32.641632,-117.006857,,331,6192624444,private
A9700534,MIDDLETOWN CHRISTIAN SCHOOL,PO BOX 989,MIDDLETOWN,CA,95461,38.756630,-122.611161,,89,7079872556,private
A9700540,MONTECITO BAPTIST SCHOOL,2560 S ARCHIBALD AVE,ONTARIO,CA,91761,34.027250,-117.596851,,70,9099238455,private
A9700554,NEW HAVEN YFS,PO BOX 1199,VISTA,CA,92085,33.212280,-117.247301,,19,7606304035,private
A9700561,NORTH COAST MENNONITE,3131 MCDERMOTT ST,FORTUNA,CA,95540,40.542649,-124.077543,,30,7077681709,private
A9700760,LIGHTHOUSE CHRISTIAN ACADEMY,11502 HWY 145,CORTEZ,CO,81321,37.378678,-108.553572,,54,9705658964,private
A9700765,STEAMBOAT MOUNTAIN SCHOOL,42605 COUNTY ROAD 36,STEAMBOAT SPRINGS,CO,80487,40.487487,-106.834048,,158,9708791350,private
A9700793,MILFORD CHRISTIAN ACADEMY,989 NEW HAVEN AVE,MILFORD,CT,64606,41.226418,-73.013414,,33,2038762126,private
A9700797,SOLTERRA ACADEMY,300 JOHN DOWNEY DR,NEW BRITAIN,CT,60512,41.662942,-72.755729,,141,8606122312,private
A9700801,GENGRAS CENTER/UNIV OF ST JOSEPH,1678 ASYLUM AVE,WEST HARTFORD,CT,06117,41.780984,-72.728567,,138,8602325616,private
A9700802,NEW ENGLAND JEWISH ACADEMY,300 BLOOMFIELD AVE,WEST HARTFORD,CT,06117,41.798920,-72.722341,,107,8602310317,private
A9700806,INTENSIVE EDUCATION ACADEMY IN,840 N MAIN ST,WEST HARTFORD,CT,61172,41.790246,-72.746390,,68,8602362049,private
A9700826,AQUINAS ACADEMY,2370 RED LION RD,BEAR,DE,19701,39.572150,-75.695471,,81,3028389601,private
A9700889,THE NEW SCHOOL,1752 DIXIE LINE RD,NEWARK,DE,19702,39.633470,-75.785621,PK-PK,31,3024569838,private
A9700911,MODEL SECONDARY SCHOOL FOR THE DEAF,800 FLORIDA AVE NE,WASHINGTON,DC,20002,38.909922,-76.990466,,101,2026515000,private
A9700925,AMERICAN HERITAGE- BROWARD CAMPUS,12200 W BROWARD BLVD,PLANTATION,FL,33325,26.120710,-80.310591,,2850,9544720022,private
A9700965,CONGREGATIONAL HOLINESS CHURCH SCHOOL,2079 STATE ROAD 16 W,GREEN COVE SPRINGS,FL,32043,29.982900,-81.716300,,9,9045291798,private
A9700989,EAGLE'S VIEW ACADEMY,7788 RAMONA BLVD W,JACKSONVILLE,FL,32221,30.313210,-81.777861,,294,9047861411,private
A9700997,EL BETHEL CHRISTIAN ACADEMY,3000 BRUTON BLVD,ORLANDO,FL,32805,28.511650,-81.426391,,49,4076481978,private
A9701007,EVANGELICAL CHRISTIAN SCHOOL,8237 BEACON BLVD,FORT MYERS,FL,33907,26.574998,-81.861597,,934,2399363319,private
A9701012,NEW BEGINNINGS CHRISTIAN ACADEMY,7020 RAMONA BLVD,JACKSONVILLE,FL,32205,30.312539,-81.763058,,65,9047863178,private
A9701018,FIRST BAPTIST ACADEMY,3000 ORANGE BLOSSOM DR,NAPLES,FL,34109,26.231640,-81.756721,,764,2395972233,private
A9701039,GENEVA CLASSICAL ACADEMY,1736 NEW JERSEY RD,LAKELAND,FL,33803,28.020340,-81.931941,,183,8636441408,private
A9701061,HILLSBOROUGH BAPTIST SCHOOL,6021 WILLIAMS RD,SEFFNER,FL,33584,28.001850,-82.317631,,183,8136200683,private
A9701069,JENNINGS FIRST CHRISTIAN SCHOOL,PO BOX 37,JENNINGS,FL,32053,30.605118,-83.099769,,19,3869381179,private
A9701084,LAKE ROSE CHRISTIAN ACADEMY,4340 N HIAWASSEE RD,ORLANDO,FL,32818,28.595330,-81.477221,,44,4072976995,private
A9701099,CHRIST'S CHURCH ACADEMY,10850 OLD SAINT AUGUSTINE RD,JACKSONVILLE,FL,32257,30.177660,-81.606471,,379,9042685453,private
A9701122,PROVIDENCE SCHOOL,2701 HODGES BLVD,JACKSONVILLE,FL,32224,30.298690,-81.456961,,1249,9042235270,private
A9701126,NORTH KISSIMMEE CHRISTIAN SCHOOL,425 W DONEGAN AVE,KISSIMMEE,FL,34741,28.320770,-81.408151,,235,4078472877,private
A9701131,MEADOWBROOK ACADEMY,4741 SW 20TH ST BLDG 1,OCALA,FL,34474,29.171910,-82.199981,,263,3528610700,private
A9701144,PANAMA CITY ADVANCED SCHOOL,3332 TOKEN RD,PANAMA CITY,FL,32405,30.209580,-85.670181,,127,8507842520,private
A9701151,THE POTTER'S HOUSE CHRISTIAN ACADEMY,5732 NORMANDY BLVD,JACKSONVILLE,FL,32205,30.307140,-81.746941,,321,9047860028,private
A9701180,SOUTHWEST FLORIDA CHRISTIAN ACADEMY,3750 COLONIAL BLVD,FORT MYERS,FL,33966,26.594510,-81.834131,,730,2399368865,private
A9701181,SPRING HILL CHRISTIAN ACADEMY,3140 MARINER BLVD,SPRING HILL,FL,34609,28.476990,-82.541901,,350,3526838485,private
A9701236,WEST HERNANDO CHRISTIAN SCHOOL,2250 OSOWAW BLVD,SPRING HILL,FL,34607,28.460379,-82.636972,,221,3526889918,private
A9701253,BYRON CHRISTIAN ACADEMY,70 BURNETT RD,BYRON,GA,31008,32.645430,-83.787961,,25,4789563503,private
A9701282,GEORGIA CHRISTIAN SCHOOL,4359 DASHER RD,VALDOSTA,GA,31601,30.747310,-83.220391,,310,2295595131,private
A9701315,NORTH HENRY ACADEMY,1093 FLAT ROCK RD,STOCKBRIDGE,GA,30281,33.564860,-84.198211,,108,7703891591,private
A9701330,SHERWOOD CHRISTIAN ACADEMY,1418 OLD PRETORIA RD,ALBANY,GA,31721,31.507360,-84.235741,,338,2298835677,private
A9701335,"TEMIMA, THE RICHARD AND JEAN KATZ HIGH SCHOOL FOR",1839 LAVISTA RD NE,ATLANTA,GA,30329,33.815900,-84.326811,,61,7703144369,private
A9701350,LANAKILA BAPTIST JR & SR HIGH SCHOOL,91-1219 RENTON RD,EWA BEACH,HI,96706,21.341190,-158.035291,,81,8086813146,private
A9701364,LIGHTHOUSE CHRISTIAN SCHOOL,960 EASTLAND DR,TWIN FALLS,ID,83301,42.560430,-114.439321,,344,2087371425,private
A9701382,CHRIST LUTHERAN HIGH SCHOOL,PO BOX 8,BUCKLEY,IL,60918,40.597360,-88.040267,,17,2173942547,private
A9701386,DAYSTAR ACADEMY,1550 S STATE ST STE 100,CHICAGO,IL,60605,41.860430,-87.628081,,296,3127910001,private
A9701389,GALESBURG CHRISTIAN SCHOOL ASSOC,1881 E FREMONT ST,GALESBURG,IL,61401,40.962720,-90.340801,,183,3093438008,private
A9701397,LYCEE FRANCAIS DE CHICAGO,1929 W WILSON AVE,CHICAGO,IL,60640,41.964898,-87.677643,,646,7736650066,private
A9701399,LUBAVITCH MESIVTA OF CHICAGO,2756 W MORSE AVE,CHICAGO,IL,60645,42.006910,-87.699551,,132,7732620340,private
A9701438,BASHOR ALTERNATIVE SCHOOL,PO BOX 843,GOSHEN,IN,46527,41.590229,-85.904468,,19,5748755117,private
A9701461,COVENANT CHRISTIAN HIGH SCHOOL,7525 W 21ST ST,INDIANAPOLIS,IN,46214,39.792880,-86.293111,,359,3173900202,private
A9701494,LIGHTHOUSE CHRISTIAN ACADEMY,1201 W THAT RD,BLOOMINGTON,IN,47403,39.113910,-86.545301,,253,8128242000,private
A9701529,LAKEVIEW JR-SR SW IN REGIONAL YOUTH VLG/HS,2290 S THEOBALD LN,VINCENNES,IN,47591,38.643240,-87.519871,,40,8128863000,private
A9701532,KING'S ACADEMY,1201 S WATER ST,JONESBORO,IN,46938,40.474120,-85.626081,,157,7656741722,private
A9701557,OTTUMWA CHRISTIAN SCHOOL,438 MCKINLEY AVE,OTTUMWA,IA,52501,41.006810,-92.441751,,74,6416839119,private
A9701571,HEARTLAND CHRISTIAN SCHOOL,1995 W 4TH ST,COLBY,KS,67701,39.395455,-101.067923,,72,7854606419,private
A9701572,HERITAGE CHRISTIAN SCHOOL,2000 NW CLAY ST,TOPEKA,KS,66608,39.085210,-95.677741,,124,7852860427,private
A9701589,CHRISTIAN ACADEMY OF LAWRENCEBURG,126 N MAIN ST,LAWRENCEBURG,KY,40342,38.039401,-84.896427,,146,5028399992,private
A9701593,DANVILLE CHRISTIAN ACADEMY,2170 SHAKERTOWN RD,DANVILLE,KY,40422,37.675100,-84.762700,,224,8592362177,private
A9701617,MICAH CHRISTIAN SCHOOL,130 SMITH LN,LOUISVILLE,KY,40229,38.078426,-85.684708,,172,5029572856,private
A9701636,SOMERSET CHRISTIAN SCHOOL,815 GRAND CENTRAL BLVD,SOMERSET,KY,42503,37.060542,-84.639003,,340,6064511600,private
A9701658,HIGHLAND BAPTIST CHRISTIAN SCHOOL,708 ANGERS ST,NEW IBERIA,LA,70563,30.009290,-91.800126,,314,3373642273,private
A9701674,NORTHEAST BAPTIST SCHOOL,5225 I 20 SERVICE RD,WEST MONROE,LA,71292,32.510150,-92.186641,,172,3183252077,private
A9701707,FOXCROFT ACADEMY,975 W MAIN ST,DOVER FOXCROFT,ME,04426,45.184950,-69.245931,,400,2074876092,private
A9701715,REACH SCHOOL,PO BOX 1366,BUCKSPORT,ME,04416,44.574570,-68.797841,,21,2074697147,private
A9701726,AL-HUDA SCHOOL,5301 EDGEWOOD RD,COLLEGE PARK,MD,20740,39.015170,-76.911621,,509,3019822402,private
A9701781,EMMORTON BAPTIST ACADEMY,106 PLUMTREE RD,BEL AIR,MD,21015,39.502560,-76.332101,,49,4105690585,private
A9701824,THE KINGS CHRISTIAN ACADEMY,20738 POINT LOOKOUT RD,CALLAWAY,MD,20620,38.241077,-76.516527,,333,3019943080,private
A9701852,ONE SCHOOL GLOBAL-CHESAPEAKE CAMPUS,900 TRIMBLE RD,JOPPA,MD,21085,39.412500,-76.333211,,27,4106761138,private
A9701878,ROCKBRIDGE ACADEMY,680 EVERGREEN RD,CROWNSVILLE,MD,21032,39.059170,-76.626191,,346,4109231171,private
A9701933,BAY COVE ACADEMY,156 LAWTON ST,BROOKLINE,MA,02446,42.349900,-71.126741,,27,6177391794,private
A9701934,BEAVER COUNTRY DAY SCHOOL,791 HAMMOND ST,CHESTNUT HILL,MA,02467,42.318130,-71.165351,,504,6177382700,private
A9701945,MEADOWRIDGE PELHAM ACADEMY,13 PELHAM RD,LEXINGTON,MA,02421,42.438670,-71.217381,,29,7812746800,private
A9701946,COTTING SCHOOL,453 CONCORD AVE,LEXINGTON,MA,02421,42.420160,-71.237111,,113,7818627323,private
A9701947,CURTIS BLAKE DAY SCHOOL,91 OLD ACRE RD,SPRINGFIELD,MA,01129,42.112746,-72.495004,7-12,20,4137830569,private
A9701948,EAST GATE CHRISTIAN ACADEMY,54 BEDARD ST,FALL RIVER,MA,02723,41.690128,-71.131969,,88,5087301735,private
A9701958,IVY STREET SCHOOL,200 IVY ST,BROOKLINE,MA,02446,42.347506,-71.113121,,50,6177320220,private
A9701972,NEW BEGINNINGS ACADEMY,20 CENTRAL AVE,HYDE PARK,MA,02136,42.257280,-71.121651,,70,6173646767,private
A9701993,TRIVIUM SCHOOL,471 LANGEN RD,LANCASTER,MA,01523,42.462115,-71.689297,,92,9783654795,private
A9702013,GENESEE ACADEMY,9447 CORUNNA RD,SWARTZ CREEK,MI,48473,42.999390,-83.868001,,231,8102507557,private
A9702015,NORTH POINTE CHRISTIAN SCHOOLS,3101 LEONARD ST NE,GRAND RAPIDS,MI,49525,42.985833,-85.594136,,879,6169420363,private
A9702050,TRAVERSE CITY CHRISTIAN SCHOOL,753 EMERSON RD,TRAVERSE CITY,MI,49696,44.706180,-85.587071,,262,2319291747,private
A9702061,BAIS YAAKOV HIGH SCHOOL,4221 SUNSET BLVD,MINNEAPOLIS,MN,55416,44.949341,-93.333590,,48,9529159117,private
A9702083,NORTHLAND CHRISTIAN SCHOOL,3686 COUNTY ROAD 8 SE,SAINT CLOUD,MN,56304,45.516220,-94.128261,,15,3202525677,private
A9702111,PARK ACADEMY SCHOOL-PARKWOOD BEHAVIORAL HEALTH,8135 GOODMAN RD,OLIVE BRANCH,MS,38654,34.958940,-89.846131,,37,6628937104,private
A9702118,VICTORY ACADEMY,PO BOX 309,SEYMOUR,MO,65746,37.155110,-92.768571,,33,4179352315,private
A9702130,JOHNSON COUNTY CHRISTIAN ACADEMY,401 S WALNUT ST,CENTERVIEW,MO,64019,38.741390,-93.843231,,40,6606563307,private
A9702149,KOOTENAI VALLEY CHRISTIAN SCHOOL,1024 MONTANA AVE,LIBBY,MT,59923,48.385550,-115.554441,,92,4062932303,private
A9702159,ST ANDREW SCHOOL,PO BOX 231,HELENA,MT,59624,46.600510,-112.068241,,218,4064493201,private
A9702163,YELLOWSTONE ACADEMY,1750 RAY OF HOPE LN,BILLINGS,MT,59106,45.737900,-108.700921,,70,4066562198,private
A9702175,LUTHERAN HIGH NORTHEAST,2010 N 37TH ST,NORFOLK,NE,68701,42.056939,-97.463975,,122,4023793040,private
A9702213,NASHUA CHILDRENS HOME,125 AMHERST ST,NASHUA,NH,03064,42.771810,-71.482881,PK-PK,12,6038833851,private
A9702222,WEDIKO SCHOOL AT THE HOME FOR LITTLE WANDERERS,11 BOBCAT BLVD,WINDSOR,NH,03244,43.110696,-72.011972,,37,6034785236,private
A9702228,BAIS YAAKOV HIGH SCHOOL OF LAKEWOOD,277 JAMES ST,LAKEWOOD,NJ,08701,40.079687,-74.234847,,659,7323708200,private
A9702236,ECLC OF NEW JERSEY,21 LUM AVE,CHATHAM,NJ,07928,40.738779,-74.385753,PK-PK,166,9736351700,private
A9702239,HOLMSTEAD SCHOOL,14 HOPE ST,RIDGEWOOD,NJ,07450,40.977808,-74.112494,,43,2014471696,private
A9702240,ILAN HIGH SCHOOL,1200 ROSELD AVE,OCEAN,NJ,07712,40.241877,-74.033135,,163,7325171111,private
A9702243,THE LEARNING CENTER FOR EXCEPTIONAL CHILDREN,199 SCOLES AVE,CLIFTON,NJ,70121,40.852685,-74.155122,,23,9734784866,private
A9702291,BOSQUE SCHOOL,4000 BOSQUE SCHOOL RD NW,ALBUQUERQUE,NM,87120,35.143929,-106.687285,,434,5058986388,private
A9702294,CLOVIS CHRISTIAN SCHOOLS,PO BOX 608,CLOVIS,NM,88102,34.418062,-103.162195,,270,5759352278,private
A9702356,BAIS SARAH-EDUC SCHOOL FOR GIRLS,6101 16TH AVE,BROOKLYN,NY,11204,40.623849,-73.992598,,709,7188717571,private
A9702375,THE CENTER FOR DEVELOPMENTAL DISABILITIES,72 S WOODS RD,WOODBURY,NY,11797,40.831526,-73.479601,PK-PK,102,5169217650,private
A9702380,DEVEREUX IN NY,40 DEVEREUX WAY,RED HOOK,NY,12571,42.037500,-73.845781,PK-PK,97,8457588905,private
A9702399,HARRIET EISMAN COMMUNITY SCHOOL,165 E PARK AVE,LONG BEACH,NY,11561,40.588950,-73.659041,,78,5168895575,private
A9702402,HILLSIDE CHILDRENS  CENTER  - FINGER LAKES CAMPUS,7432 COUNTY HOUSE RD,AUBURN,NY,13021,42.974665,-76.538627,,47,3152582150,private
A9702404,HOPE HALL SCHOOL,1612 BUFFALO RD,ROCHESTER,NY,14624,43.150527,-77.694245,,126,5854260210,private
A9702420,IHSAN SCHOOL OF EXCELLENCE,1406 PARK ST,SYRACUSE,NY,13208,43.068400,-76.157191,,88,3154725040,private
A9702445,ORA ACADEMY,139 WINTON RD S,ROCHESTER,NY,14610,43.142355,-77.557826,,8,5852718711,private
A9702447,ORLEANS COUNTY CHRISTIAN SCHOOL,5329 S GRAVEL RD PO BOX 349,MEDINA,NY,14103,43.155322,-78.389300,,18,5857982992,private
A9702456,RAZI SCHOOL,5511 QUEENS BLVD,WOODSIDE,NY,11377,40.742590,-73.909611,,103,7187790711,private
A9702473,ST COLMAN'S SCHOOL,11 HASWELL RD,WATERVLIET,NY,12189,42.748660,-73.718221,,34,5182734911,private
A9702490,TALMUD TORAH OF KASHO,324 PENN ST,BROOKLYN,NY,11211,40.706160,-73.952001,,294,7184751177,private
A9702498,TYBURN ACADEMY OF MARY IMMACULATE,17 CLYMER ST,AUBURN,NY,13021,42.917140,-76.569341,,72,3152522937,private
A9702506,VICTORY CHRISTIAN ACADEMY,1343 MONTAUK HWY,EAST PATCHOGUE,NY,11772,40.771190,-72.961551,,51,6316549284,private
A9702523,YESHIVA KETANA OHR REUVEN,257 GRANDVIEW AVE,SUFFERN,NY,10901,41.150060,-74.101026,,303,8453628362,private
A9702531,GREATER FAYETTEVILLE ADVENTIST,2601 LONE PINE DR,FAYETTEVILLE,NC,28306,35.019591,-78.907478,,81,9104846091,private
A9702563,HAYWORTH CHRISTIAN SCHOOL,1696 WESTCHESTER DR,HIGH POINT,NC,27262,35.948916,-80.034455,,110,3368823126,private
A9702575,LEE CHRISTIAN SCHOOL,3220 KELLER ANDREWS RD,SANFORD,NC,27330,35.461144,-79.203661,,297,9197085115,private
A9702589,NORTH RALEIGH CHRISTIAN ACADEMY,7300 PERRY CREEK RD,RALEIGH,NC,27616,35.879808,-78.543135,,1512,9195737900,private
A9702610,ST JOSEPH ACADEMY,175 RICH COVE RD,MAGGIE VALLEY,NC,28751,35.520333,-83.095945,,7,8289265385,private
A9702611,CORNERSTONE CHRISTIAN ACADEMY,650 GLOVER ST,STATESVILLE,NC,28625,35.782063,-80.856506,,208,7048730032,private
A9702612,STATESVILLE CHRISTIAN SCHOOL,1210 MUSEUM RD,STATESVILLE,NC,28625,35.805807,-80.892820,,277,7048739511,private
A9702616,TRINITY BAPTIST ACADEMY,2722 US HIGHWAY 601 S,MOCKSVILLE,NC,27028,35.827532,-80.530563,,75,3362844590,private
A9702617,TRINITY SCHOOL OF DURHAM & CHAPEL HILL,4011 PICKETT RD,DURHAM,NC,27705,35.975853,-78.994487,,558,9194028262,private
A9702659,GRANVILLE CHRISTIAN ACADEMY,1820 NEWARK GRANVILLE RD,GRANVILLE,OH,43023,40.060880,-82.488841,,268,7405874423,private
A9702663,HEARTLAND CHRISTIAN SCHOOL & PRESCHOOL,28 PITTSBURGH ST,COLUMBIANA,OH,44408,40.886590,-80.692291,,373,3304822331,private
A9702673,MIRACLE CITY ACADEMY,204 COMMERCIAL BLVD,PIKETON,OH,45661,39.055490,-83.002111,,50,7402892787,private
A9702697,WESTSIDE CHRISTIAN ACADEMY,23096 CENTER RIDGE RD,WESTLAKE,OH,44145,41.457370,-81.875991,,272,4403311300,private
A9702704,ANTIOCH CHRISTIAN ACADEMY,3616 SW 119TH ST,OKLAHOMA CITY,OK,73170,35.347620,-97.581811,,131,4056918012,private
A9702716,NEW COVENANT ACADEMY,PO BOX 3006,BROKEN ARROW,OK,74013,36.065818,-95.802349,PK-PK,11,9182798367,private
A9702722,RIVERFIELD COUNTRY DAY SCHOOL,2433 W 61ST ST,TULSA,OK,74132,36.077460,-96.019811,,415,9184463553,private
A9702732,WRIGHT CHRISTIAN ACADEMY,11391 E ADMIRAL PL,TULSA,OK,74116,36.161470,-95.849131,,196,9184380922,private
A9702742,BLANCHET CATHOLIC SCHOOL,4373 MARKET ST NE,SALEM,OR,97301,44.952200,-122.977261,,342,5033912639,private
A9702819,BELMONT SPECIAL EDUCATION SCHOOL,291 MEETINGHOUSE RD,GAP,PA,17527,39.984200,-76.097831,PK-PK,5,7177683750,private
A9702834,CALVARY BAPTIST SCHOOL,1380 S VALLEY FORGE RD,LANSDALE,PA,19446,40.231845,-75.313398,,274,2153681100,private
A9702887,FAITH MOUNTAIN CHRISTIAN ACADEMY,61 RAILROAD AVE,HALLSTEAD,PA,18822,41.961624,-75.746870,,83,5708602595,private
