ncessId,name,address,city,state,zip,latitude,longitude,gradeRange,enrollment,phone,type
490048000954,Lake Powell High School,1000 FERRY RD,LAKE POWELL,UT,84533,37.525437,-110.708083,7-12,4,(435)684-2268,public
490051000351,Logan High,162 W 100 S,LOGAN,UT,84321,41.728837,-111.839286,9-12,1456,(435)755-2380,public
490054000356,Delta High,50 W 300 N,DELTA,UT,84624,39.357989,-112.574635,9-12,561,(435)864-5610,public
490054000361,Millard High,200 W CENTER ST,FILLMORE,UT,84631,38.969794,-112.329413,9-12,406,(435)743-5610,public
490054000746,Eskdale High,1000 CIRCLE DR,Eskdale,UT,84728,39.10885,-113.95254,7-12,23,(435)855-2148,public
490057000363,Morgan High,55 N 200 E,MORGAN,UT,84050,41.03853,-111.673477,9-12,1129,(801)829-3418,public
490057001623,Morgan Online,67 N. 200 East,MORGAN,UT,84050,41.038172,-111.675193,K-12,23,(801)829-3411,public
490060000374,Murray High,5440 S STATE,MURRAY,UT,84107,40.654452,-111.889247,10-12,1400,(801)264-7460,public
490063000390,Payson High,1050 S MAIN,PAYSON,UT,84651,40.028506,-111.733507,6-12,1554,(801)465-6025,public
490063000399,Spanish Fork High,99 N 300 W,SPANISH FORK,UT,84660,40.111329,-111.660661,9-12,1519,(801)798-4060,public
490063000402,Springville High,1205 E 900 S,SPRINGVILLE,UT,84663,40.155038,-111.588167,8-12,1612,(801)489-2870,public
490063001159,Maple Mountain High,51 N SPANISH FORK PKWY,SPANISH FORK,UT,84660,40.110156,-111.613635,7-12,1740,(801)794-6740,public
490063001160,Salem Hills High,150 N SKYHAWK BLVD,SALEM,UT,84653,40.058202,-111.676541,9-12,1561,(801)423-3200,public
490063001458,Nebo Advanced Learning Center,570 S MAIN,SPRINGVILLE,UT,84663,40.061652,-111.670127,K-12,2,(801)489-2833,public
490063001635,Nebo Online School,161 E 400 North,SALEM,UT,84653,40.061652,-111.670127,K-12,1736,(801)423-7029,public
490066000412,North Sanpete High,390 E 700 S,MT PLEASANT,UT,84647,39.535449,-111.447799,9-12,765,(435)462-2452,public
490069000415,North Summit High,53 S 100 E,COALVILLE,UT,84017,40.915954,-111.394194,9-12,328,(435)336-5656,public
490072001271,Ogden High,2828 HARRISON BLVD,OGDEN,UT,84403,41.212721,-111.947467,10-12,1128,(801)737-8673,public
490072001281,Ben Lomond High,1080 9TH STREET,OGDEN,UT,84404,41.249434,-111.951091,10-12,1169,(801)737-7900,public
490072001607,Ogden Online Secondary,1950 Monroe Boulevard,OGDEN,UT,84401,41.231983,-111.957818,7-12,0,(801)737-7300,public
490075000447,Park City High,1750 KEARNS BLVD,PARK CITY,UT,84060,40.667181,-111.497038,10-12,1224,(435)645-5650,public
490075000773,Treasure Mtn. Junior High School,2530 KEARNS BLVD,PARK CITY,UT,84060,40.669335,-111.490375,8-9,772,(435)645-5640,public
490078000450,Piute High,100 W 500 N,JUNCTION,UT,84740,38.245583,-112.221773,7-12,144,(855)577-2912,public
490081000459,Provo High,1199 North Lakeshore Dr,PROVO,UT,84601,40.249992,-111.715479,7-12,1988,(801)373-6550,public
490081000466,Timpview High,3570 N 650 E,PROVO,UT,84604,40.280146,-111.646265,9-12,2341,(801)221-9720,public
490081001349,Provo eSchool,280 W 940 N,PROVO,UT,84604,40.246888,-111.663666,K-12,65,(801)374-4814,public
490084000471,Rich High,140 W CHURCH,RANDOLPH,UT,84064,41.664958,-111.18948,9-12,156,(435)793-2365,public
490087000486,East High,840 S 1300 E,SALT LAKE CITY,UT,84102,40.750899,-111.855296,9-12,1886,(801)583-1661,public
490087000496,Highland High,2166 S 1700 E,SALT LAKE CITY,UT,84106,40.723193,-111.843617,9-12,1980,(801)484-4343,public
490087000524,West High,241 N 300 W,SALT LAKE CITY,UT,84103,40.774742,-111.900444,7-12,2600,(801)578-8500,public
490087001170,Salt Lake Technology Center,1560 S 200 E,SALT LAKE CITY,UT,84115,40.734757,-111.886863,9-12,0,(801)481-4946,public
490087001422,Innovations High School,1700 SOUTH STATE STREET,SALT LAKE CITY,UT,84115,40.734374,-111.886691,9-12,293,(801)481-4946,public
490090000491,Navajo Mountain High,79 NAVAJO MTN HIGH SCHOOL RD,NAVAJO MT,AZ,84510,37.05971,-110.779917,9-12,26,(435)678-1287,public
490090000535,Monticello High,164 S 200 W,MONTICELLO,UT,84535,37.870618,-109.347323,7-12,234,(435)678-1130,public
490090000537,San Juan High,311 N 100 E,BLANDING,UT,84511,37.629587,-109.47712,6-12,428,(435)678-1301,public
490090000667,Whitehorse High,1415 HWY 162,MONTEZUMA CREEK,UT,84534,37.266661,-109.312298,7-12,299,(435)678-1209,public
490090000802,Monument Valley High,18 COUGAR LN,MONUMENT VALLEY,UT,84536,37.005042,-110.178055,7-12,216,(435)678-1208,public
490093000542,North Sevier High,350 W 400 N,SALINA,UT,84654,38.964182,-111.865702,9-12,280,(435)529-3717,public
490093000544,Richfield High,495 West Center,RICHFIELD,UT,84701,38.767227,-112.094222,9-12,739,(435)896-8247,public
490093000547,South Sevier High,430 W 100 S,MONROE,UT,84754,38.630472,-112.131504,9-12,411,(435)527-4651,public
490093001465,Sevier Career and Technical Education Center,53 North 400 West,RICHFIELD,UT,84701,38.768798,-112.092802,9-12,0,(435)633-4989,public
490096000550,Gunnison Valley High,35 E 600 S,GUNNISON,UT,84634,39.142925,-111.816868,9-12,352,(435)528-7256,public
490096000553,Manti High,100 W 500 N,MANTI,UT,84642,39.27392,-111.63942,9-12,693,(435)835-2281,public
490096001425,South Sanpete Education Support Center,39 S MAIN ST,MANTI,UT,84642,39.26476,-111.636727,K-12,12,(435)835-2261,public
490099000557,South Summit High,45 S 300 E,KAMAS,UT,84036,40.641922,-111.273344,9-12,518,(435)783-4313,public
490099001534,Silver Summit Academy,6407 N Business Park Loop Rd.,PARK CITY,UT,84098,40.722323,-111.486274,6-12,97,(435)901-1697,public
490102000560,Tintic High,525 E MAIN,EUREKA,UT,84628,39.959223,-112.104821,7-12,136,(435)433-6939,public
490102000735,West Desert High School,3755 S SNAKE VALLEY RD,TROUT CREEK,UT,84083,39.644185,-113.888793,7-12,10,(435)693-3112,public
490105000566,Grantsville High,155 E CHERRY ST,GRANTSVILLE,UT,84029,40.596109,-112.458396,9-12,1011,(435)884-4500,public
490105000574,Tooele High,301 W VINE,TOOELE,UT,84074,40.529799,-112.308032,9-12,1768,(435)833-1978,public
490105000577,Wendover High,110 WILDCAT BLVD,WENDOVER,UT,84083,40.736701,-114.037151,7-12,189,(435)665-2343,public
490105001177,Stansbury High,5300 N ABERDEEN LANE,STANSBURY PARK,UT,84074,40.625616,-112.303292,9-12,2010,(435)882-2479,public
490105001401,Tooele Community Learning Center,211 S TOOELE BLVD,TOOELE,UT,84074,40.526216,-112.324266,9-12,302,(435)833-8700,public
490105001508,Dugway,5010 E School Street,DUGWAY,UT,84022,40.226595,-112.747532,K-12,125,(435)831-4090,public
490105001601,Digital Education Center,211 S Tooele Blvd,TOOELE,UT,84074,40.526216,-112.324266,K-12,8561,(435)833-8710,public
490108000585,Uintah High,1880 W 500 N,VERNAL,UT,84078,40.464395,-109.564787,9-12,1808,(435)781-3110,public
490111000594,Wasatch High,930 S 500 E,HEBER CITY,UT,84032,40.496235,-111.406643,9-12,2531,(435)654-0640,public
490114000206,Snow Canyon High,1385 N LAVA FLOW DR,ST GEORGE,UT,84770,37.132236,-113.635205,10-12,1266,(435)634-1967,public
490114000597,Dixie High,350 E 700 S,ST GEORGE,UT,84770,37.095356,-113.577533,10-12,1293,(435)673-4682,public
490114000599,Enterprise High,565 S 200 E,ENTERPRISE,UT,84725,37.564766,-113.715557,7-12,546,(435)878-2248,public
490114000601,Hurricane High,345 W TIGER BLVD,HURRICANE,UT,84737,37.174742,-113.295736,PK-12,1201,(435)635-3280,public
490114000805,Dixie Middle,825 S 100 E,ST GEORGE,UT,84770,37.092526,-113.580197,8-9,854,(435)628-0441,public
490114000807,Pine View High,2850 E 750 N,ST GEORGE,UT,84790,37.119923,-113.525964,10-12,1143,(435)628-5255,public
490114000880,Pine View Middle,2145 E 130 N,ST GEORGE,UT,84790,37.11143,-113.53786,8-9,779,(435)628-7915,public
490114001226,Desert Hills Middle,936 E DESERT HILLS DRIVE,SAINT GEORGE,UT,84790,37.050831,-113.56366,8-9,895,(435)628-0001,public
490114001290,Desert Hills High,828 E DESERT HILLS DRIVE,SAINT GEORGE,UT,84790,37.050811,-113.567324,10-12,1210,(435)674-0885,public
490114001371,Out of State School,121 W TABERNACLE,ST GEORGE,UT,84770,37.107909,-113.586031,PK-12,0,(435)673-3553,public
490114001432,Utah Online 7-12,121 W. TABERNACLE,SAINT GEORGE,UT,84770,37.107909,-113.586031,6-12,1220,(435)673-3553,public
490114001521,Water Canyon High,880 N. Carling St.,HILDALE,UT,84784,37.004992,-112.9682,7-12,349,(435)847-1407,public
490114001549,Crimson Cliffs Middle,4280 S Crimson Cliffs Way,WASHINGTON,UT,84780,37.07327,-113.507443,8-9,978,(435)634-7010,public
490114001559,Crimson Cliffs High,4430 S Crimson Cliffs Way,WASHINGTON,UT,84780,37.071378,-113.510206,10-12,1334,(435)634-7015,public
490117000610,Wayne High,225 N 400 W,BICKNELL,UT,84715,38.343718,-111.551983,9-12,139,(435)425-3411,public
490120000221,Fremont High,1900 N 4700 W,PLAIN CITY,UT,84404,41.293104,-112.091489,10-12,2160,(801)452-4000,public
490120000613,Bonneville High,251 E 4800 S,OGDEN,UT,84405,41.174957,-111.975855,10-12,1361,(801)452-4050,public
490120000634,Roy High,2150 W 4800 S,ROY,UT,84067,41.177113,-112.032136,10-12,1834,(801)476-3600,public
490120000645,Weber High,430 W WEBER HIGH DR,OGDEN,UT,84414,41.323231,-111.985356,10-12,2037,(801)476-3700,public
490120001482,Weber Innovation High School,1007 W 12th Street,OGDEN,UT,84404,41.243718,-112.004101,6-12,390,(801)476-6500,public
490120001631,Weber Online 9-12,330 N 975 W,Pleasant View,UT,84414,41.243718,-112.004101,9-12,0,(801)622-3580,public
500002100099,Patricia A. Hannaford Career Center,51 Charles Avenue,Middlebury,VT,05753,44.00555,-73.162392,9-12,0,(802)382-1012,public
500002200103,Southwest Tech,321 Park Street,Bennington,VT,05201,42.886582,-73.192165,9-12,0,(802)447-0220,public
500002400180,Rivendell Academy,2972 Route 25A,Orford,NH,03777,43.900146,-72.13748,6-12,234,(603)353-4321,public
500037100097,River Valley Technical Center,307 South Street,Springfield,VT,05156,43.280731,-72.477906,9-12,0,(802)885-8300,public
500039200234,Otter Valley Union High School,2997 Franklin Street,Brandon,VT,05733,43.767193,-73.051539,7-12,526,(802)247-6833,public
500039300344,Mill River Union High School,2321 Middle Road,North Clarendon,VT,05759,43.54703,-72.971401,7-12,370,(802)775-1925,public
500039500120,Essex High School,2 Educational Drive,Essex Junction,VT,05452,44.497632,-73.108507,9-12,1208,(802)879-7121,public
500039500122,The Center for Technology - Essex,2 Educational Drive Suite 200,Essex Junction,VT,05452,44.498251,-73.110177,9-12,0,(802)879-5558,public
500039600082,Champlain Valley Union High School,396 CVU Road,Hinesburg,VT,05461,44.344715,-73.109922,9-12,1325,(802)482-7100,public
500039700106,Green Mountain Technology and Career Center,738 VT Route 15 West,Hyde Park,VT,05655,44.601958,-72.63065,9-12,0,(802)888-4447,public
500039700171,Lamoille Union High School,736 VT Route 15 West,Hyde Park,VT,05655,44.601384,-72.630704,9-12,478,(802)851-1200,public
500039800350,Vergennes Union High School,50 Monkton Road,Vergennes,VT,05491,44.170009,-73.243357,7-12,398,(802)877-2938,public
500039900205,Bellows Free Academy (St. Albans),71 South Main Street,Saint Albans,VT,05478,44.808131,-73.083243,9-12,904,(802)527-6555,public
500039900215,Northwest Technical Center,71 South Main Street,Saint Albans,VT,05478,44.807773,-73.082471,9-12,0,(802)527-6517,public
500040000042,Randolph Union High School,15 Forest Street,Randolph,VT,05060,43.930947,-72.6597,7-12,366,(802)728-3397,public
500040000098,Randolph Technical Career Center,17 Forest Street,Randolph,VT,05060,43.931733,-72.659177,9-12,0,(802)728-9595,public
500040200189,Middlebury Union High School,73 Charles Avenue,Middlebury,VT,05753,44.006781,-73.163426,9-12,522,(802)382-1500,public
500040300148,Harwood Union Middle/High School,458 VT Route 100,Moretown,VT,05660,44.254059,-72.786484,7-12,556,(802)244-5186,public
500040800227,Northfield Middle/High School,37 Cross Street Unit 2,Northfield,VT,05663,44.153538,-72.660477,6-12,236,(802)485-4500,public
500040800380,Williamstown Middle/High School,120 Hebert Road,Williamstown,VT,05679,44.12624,-72.546727,6-12,271,(802)433-5350,public
500041000199,Montpelier High School,5 High School Drive,Montpelier,VT,05602,44.260537,-72.587015,9-12,403,(802)225-8000,public
500041100245,Poultney High School,154 East Main Street,Poultney,VT,05764,43.516567,-73.229974,7-12,234,(802)287-5861,public
500041100248,Proctor Junior/Senior High School,4 Park Street,Proctor,VT,05765,43.655029,-73.029322,7-12,123,(802)459-3353,public
500041100370,West Rutland School,713 Main Street,West Rutland,VT,05777,43.595506,-73.05142,PK-12,326,(802)438-2288,public
500041800540,Twin Valley Middle High School,4299 VT Route 100,Whitingham,VT,05361,42.78797,-72.840176,6-12,193,(802)368-2880,public
500042500338,Mt. Abraham Union High School,220 Airport Drive,Bristol,VT,05443,44.135449,-73.093979,7-12,621,(802)453-2333,public
500042600543,White River Valley High School,223 South Winsor Street,South Royalton,VT,05068,43.8193,-72.5174,9-12,192,(802)763-7740,public
500042700348,Green Mountain Union High School,716 VT Route 103 South,Chester,VT,05143,43.25355,-72.581533,7-12,326,(802)875-2146,public
500043100051,Brattleboro Union High School,131 Fairground Road,Brattleboro,VT,05301,42.836578,-72.561761,9-12,757,(802)451-3400,public
500043100102,Windham Regional Career Center,80 Atwood Street,Brattleboro,VT,05301,42.835911,-72.562249,9-12,0,(802)451-3586,public
500043200173,Leland & Gray Union Middle & High School,2042 VT Route 30,Townshend,VT,05353,43.046606,-72.667091,6-12,257,(802)365-7355,public
500043300195,Missisquoi Valley Union High School,175 Thunderbird Drive,Swanton,VT,05488,44.927807,-73.101846,7-12,736,(802)868-7311,public
500043700118,River Bend Career & Technical Center,36 Oxbow Drive,Bradford,VT,05033,44.00777,-72.113933,9-12,0,(802)222-5212,public
500043709272,Oxbow Union High School,36 Oxbow Drive,Bradford,VT,05033,44.00777,-72.113933,7-12,355,(802)222-5214,public
500043900339,U-32 Middle & High School,930 Gallison Hill Road,Montpelier,VT,05602,44.244516,-72.526714,7-12,707,(802)229-0321,public
500044000127,Fair Haven Union Middle and High School,33 Mechanic Street,Fair Haven,VT,05743,43.603511,-73.270145,7-12,536,(802)265-4966,public
500044200539,Windsor School,127 State Street,Windsor,VT,05089,43.480583,-72.394275,PK-12,580,(802)674-2310,public
500044300210,Mt. Mansfield Union High School,211 Browns Trace Road,Jericho,VT,05465,44.48618,-72.962041,9-12,764,(802)899-4690,public
500044400022,Enosburg Falls Middle/High School,65 Dickenson Avenue,Enosburg Falls,VT,05450,44.905214,-72.803951,6-12,367,(802)933-7777,public
500044400089,Cold Hollow Career Center,184 Missisquoi Street,Enosburg Falls,VT,05450,44.906519,-72.801486,9-12,0,(802)933-4003,public
500044400256,Richford Junior/Senior High School,1 Corliss Heights,Richford,VT,05476,44.994956,-72.669901,6-12,256,(802)848-7416,public
500044500419,Spaulding Union High School,155 Ayers Street,Barre,VT,05641,44.189151,-72.493768,9-12,615,(802)476-4811,public
500044800207,Peoples Academy,202 Copley Avenue,Morrisville,VT,05661,44.562781,-72.590199,9-12,265,(802)888-4600,public
500044800553,Stowe High School,413 Barrows Road,Stowe,VT,05672,44.465211,-72.726242,9-12,221,(802)253-7229,public
500045000395,Woodstock Union Middle/High School,100 Amsden Way,Woodstock,VT,05091,43.612359,-72.54571,7-12,449,(802)457-1317,public
500183000005,Arlington Memorial,529 East Arlington Road,Arlington,VT,05250,43.065508,-73.151246,6-12,200,(802)375-2589,public
500282000063,Burlington High School,52 Institute Road,Burlington,VT,05408,44.496268,-73.23539,9-12,987,(802)864-8411,public
500282000080,Burlington Technical Center,52 Institute Road,Burlington,VT,05401,44.496498,-73.23671,9-12,0,(802)864-8426,public
500285000074,Cabot School,25 Common Road,Cabot,VT,05647,44.403326,-72.30928,PK-12,164,(802)563-2289,public
500294000426,Canaan Schools,99 School Street,Canaan,VT,05903,44.99539,-71.537579,PK-12,169,(802)266-8910,public
500294009275,Canaan High School CTE Program,99 School Street,Canaan,VT,05903,44.995418,-71.537781,9-12,0,(802)266-8910,public
500324000087,Colchester High School,131 Laker Lane,Colchester,VT,05446,44.539546,-73.213414,9-12,721,(802)264-5700,public
500339000428,Craftsbury Schools,1422 North Craftsbury Road,Craftsbury Common,VT,05827,44.654321,-72.381671,PK-12,207,(802)586-2541,public
500345000451,Danville School,143 Peacham Road,Danville,VT,05828,44.41086,-72.143871,PK-12,350,(802)684-3651,public
500393000204,Bellows Free Academy Middle/High School (Fairfax),75 Hunt Street,Fairfax,VT,05454,44.663641,-73.012958,7-12,415,(802)849-6711,public
500459000093,Hartford Area Career & Technology Center,1 Gifford Road,White River Junction,VT,05001,43.657983,-72.319217,9-12,0,(802)295-8630,public
500459000151,Hartford High School,37 Highland Avenue,White River Junction,VT,05001,43.657556,-72.319029,9-12,518,(802)295-8610,public
500505000170,Lake Region Union High School,317 Lake Region Road,Orleans,VT,05860,44.782634,-72.220225,9-12,386,(802)754-6521,public
500561000125,Milton Senior High School,17 Rebecca Lander Drive,Milton,VT,05468,44.629059,-73.118942,9-12,439,(802)893-5400,public
500581000208,Mt. Anthony Senior Union High School,301 Park Street Extension,Bennington,VT,05201,42.885808,-73.191203,9-12,926,(802)447-7511,public
500705000094,Stafford Technical Center,8 Stratton Road,Rutland,VT,05701,43.618425,-72.953992,9-12,0,(802)770-1033,public
500705000271,Rutland Senior High School,22 Stratton Road,Rutland,VT,05701,43.617774,-72.954565,9-12,752,(802)773-1955,public
500747000294,South Burlington High School,550 Dorset Street,South Burlington,VT,05403,44.454968,-73.17793,9-12,843,(802)652-7000,public
500753000300,Springfield High School,303 South Street,Springfield,VT,05156,43.281344,-72.478197,9-12,325,(802)885-7900,public
500822400334,Blue Mountain Union School,2420 Route 302,Wells River,VT,05081,44.155568,-72.083384,PK-12,411,(802)757-2711,public
500822500335,Twinfield Union School,106 Nasmith Brook Road,Plainfield,VT,05667,44.297973,-72.395034,PK-12,319,(802)426-3213,public
500824300343,Hazen Union High School,126 Hazen Union Drive,Hardwick,VT,05843,44.508753,-72.365156,7-12,301,(802)472-6511,public
500824600346,Bellows Falls Union High School,406 High School Road,Bellows Falls,VT,05158,43.118713,-72.443495,9-12,318,(802)463-3944,public
500936000389,Winooski High School,60 Normand Street,Winooski,VT,05404,44.500708,-73.180325,9-12,215,(802)655-3530,public
500960000107,North Country Career Center,209 Veterans Avenue,Newport,VT,05855,44.945956,-72.203423,9-12,0,(802)334-5469,public
500960000220,North Country Union High School,209 Veterans Avenue,Newport,VT,05855,44.946575,-72.203385,9-12,681,(802)334-7921,public
509996200119,Central Vermont Career Center,155 Ayers Street Suite #2,Barre,VT,05641,44.189275,-72.49398,9-12,0,(802)476-6237,public
510005402326,WOODROW WILSON REHAB CTR,Woodrow Wilson Rehabilitation Center,Fishersville,VA,22939,38.11794,-78.99142,PK-12,,(540)332-7230,public
510006000007,CHINCOTEAGUE HIGH,4586 Main St,Chincoteague,VA,23336,37.9428,-75.3638,6-12,295,(757)336-6166,public
510006000014,TANGIER COMBINED,4375 School Lane,Tangier,VA,23440,37.827409,-75.993779,K-12,41,(757)891-2315,public
510006002003,NANDUA HIGH,26350 Lankford Highway,Onley,VA,23418,37.6792,-75.7256,9-12,636,(757)787-4514,public
510006002028,ARCADIA HIGH,8210 Lankford Highway,Oak Hall,VA,23416,37.9253,-75.5501,9-12,713,(757)824-5613,public
510009000015,ALBEMARLE HIGH,2775 Hydraulic Road,Charlottesville,VA,22901,38.0762,-78.5012,9-12,1987,(434)975-9300,public
510009000030,COMMUNITY LAB SCHOOL,1200 Forest Street,Charlottesville,VA,22903,38.040712,-78.48276,6-12,192,(434)296-3090,charter
510009000035,WESTERN ALBEMARLE HIGH,5941 Rockfish Gap Turnpike,Crozet,VA,22932,38.0471,-78.7073,9-12,1158,(434)823-8700,public
510009001747,MONTICELLO HIGH,1400 Independence Way,Charlottesville,VA,22902,37.999031,-78.489184,9-12,1229,(434)244-3100,public
510012000054,Alexandria City High School,3330 King St,Alexandria,VA,22302,38.823544,-77.084667,9-12,4531,(703)824-6800,public
510015200367,Covington High,606 S. Lexington Avenue,Covington,VA,24426,37.784048,-79.99159,8-12,339,(540)965-1410,public
510015201883,ALLEGHANY HIGH,210 Mountaineer Drive,Covington,VA,24426,37.7888,-79.9091,9-12,579,(540)863-1700,public
510018001828,AMELIA COUNTY HIGH,8500 Otterburn Rd,Amelia Court House,VA,23002,37.3311,-77.9876,9-12,538,(804)561-2101,public
510021000065,AMHERST COUNTY HIGH,139 Lancer Lane,Amherst,VA,24521,37.5701,-79.0584,9-12,1260,(434)946-2898,public
510024000076,APPOMATTOX COUNTY HIGH,198 Evergreen Avenue,Appomattox,VA,24522,37.344787,-78.826184,9-12,699,(434)352-7146,public
510027000111,WAKEFIELD HIGH,1325 S. Dinwiddie Street,Arlington,VA,22206,38.847656,-77.11175,9-12,2766,(703)228-6700,public
510027000112,Washington-Liberty High,1301 N Stafford St,Arlington,VA,22201,38.8878,-77.1103,9-12,2715,(703)228-6200,public
510027000115,YORKTOWN HIGH,5200 Yorktown Blvd,Arlington,VA,22207,38.902846,-77.140447,9-12,2577,(703)228-5400,public
510027002875,ARLINGTON COMMUNITY HIGH,800 S. Walter Reed Dr,Arlington,VA,22204,38.865279,-77.08804,9-12,206,(703)228-5350,public
510030000117,BUFFALO GAP HIGH,1800 Buffalo Gap Hwy,Swoope,VA,24479,38.1941,-79.218,9-12,435,(540)337-6021,public
510030000124,Fort Defiance High,195 Fort Defiance Rd,Fort Defiance,VA,24437,38.2471,-78.9738,9-12,727,(540)245-5050,public
510030000129,RIVERHEADS HIGH,19 Howardsville Rd,Staunton,VA,24401,38.0328,-79.1401,9-12,464,(540)337-1921,public
510030000132,STUARTS DRAFT HIGH,1028 Augusta Farm Rd,Stuarts Draft,VA,24477,38.046556,-79.012867,9-12,698,(540)946-7600,public
510030000138,WILSON MEMORIAL HIGH,189 Hornet Rd,Fishersville,VA,22939,38.1211,-78.9847,9-12,858,(540)886-4286,public
510033000139,BATH COUNTY HIGH,464 Charger Lane,Hot Springs,VA,24445,38.0339,-79.7947,8-12,184,(540)839-2431,public
510036000151,LIBERTY HIGH,100 Liberty Minutemen Dr,Bedford,VA,24523,37.3717,-79.4978,9-12,726,(540)586-2541,public
510036000156,STAUNTON RIVER HIGH,1095 Golden Eagle Dr,Moneta,VA,24121,37.2413,-79.6228,9-12,889,(540)297-7151,public
510036002175,JEFFERSON FOREST HIGH,1 Cavalier Circle,Forest,VA,24551,37.3761,-79.3036,9-12,1309,(434)525-2674,public
510039003009,BLAND COUNTY HIGH,176 Eagles Road,Rocky Gap,VA,24366,37.241302,-81.109487,7-12,425,(276)928-1100,public
510042000171,JAMES RIVER HIGH,9906 Springwood Rd,Buchanan,VA,24066,37.5469,-79.7262,9-12,460,(540)254-1121,public
510042000172,LORD BOTETOURT HIGH,1435 Roanoke Rd,Daleville,VA,24083,37.4055,-79.9152,9-12,980,(540)992-1261,public
510045000179,VIRGINIA HIGH,650 Long Crescent Dr,Bristol,VA,24201,36.614377,-82.179936,9-12,637,(276)821-5858,public
510048000183,BRUNSWICK HIGH,2171 Lawrenceville Plank Rd,Lawrenceville,VA,23868,36.7677,-77.8294,9-12,426,(434)848-2716,public
510051000193,COUNCIL HIGH,7608 Helen Henderson Hwy,Honaker,VA,24620,37.081879,-82.079185,8-12,119,(276)859-9329,public
510051000198,GRUNDY HIGH,1300 Golden Wave Drive,Grundy,VA,24614,37.2832,-82.0614,9-12,355,(276)935-2106,public
510051000200,HURLEY HIGH,6911 Hurley Road,Hurley,VA,24620,37.38,-82.0007,8-12,216,(276)566-8523,public
510051001947,TWIN VALLEY HIGH,14449 Dismal River Road,Pilgrim Knob,VA,24634,37.240767,-81.913688,8-12,194,(276)259-7818,public
510051003105,New Buchanan High,4447 Slate Creek Road  Suite 100,Grundy,VA,24614,37.298428,-82.035993,9-12,,(276)935-4551,public
510054000210,BUCKINGHAM COUNTY HIGH,78 Knights Rd.,Buckingham,VA,23921,37.5413,-78.5108,9-12,654,(434)969-6160,public
510056000217,PARRY MCCLUER HIGH,100 Bradford Drive,Buena Vista,VA,24416,37.7183,-79.3599,8-12,330,(540)261-2127,public
510060000220,ALTAVISTA HIGH,904 Bedford Avenue,Altavista,VA,24517,37.110053,-79.295692,6-12,669,(434)369-4768,public
510060000223,BROOKVILLE HIGH,100 Laxton Rd,Lynchburg,VA,24502,37.3457,-79.2357,9-12,971,(434)239-2636,public
510060000231,RUSTBURG HIGH,1671 Village Hwy,Rustburg,VA,24588,37.2766,-79.0846,9-12,828,(434)332-5171,public
510060000233,WILLIAM CAMPBELL HIGH,474 William Campbell Dr,Naruna,VA,24576,37.113,-79.007,6-12,397,(434)376-2015,public
510066000238,CAROLINE HIGH,19155 Rodgers Clark Blvd,Milford,VA,22514,38.0005,-77.4146,9-12,1251,(804)633-9886,public
510069000242,CARROLL COUNTY HIGH,100 Cavs Lane,Hillsville,VA,24343,36.762344,-80.723367,9-12,1069,(276)728-2125,public
510072000258,Charles City County High,10039 Courthouse Rd,Charles City,VA,23030,37.351,-77.0763,7-12,247,(804)829-9249,public
510075000270,RANDOLPH-HENRY HIGH,755 David Bruce Ave,Charlotte C H,VA,23923,37.0538,-78.6471,9-12,478,(434)542-4111,public
510078000273,CHARLOTTESVILLE HIGH,1400 Melbourne Road,Charlottesville,VA,22901,38.0524,-78.4766,9-12,1359,(434)245-2410,public
510081000299,INDIAN RIVER HIGH,1969 Braves Trl,Chesapeake,VA,23325,36.7974,-76.2422,9-12,1701,(757)578-7000,public
510081000303,Oscar F. Smith High,1994 Tiger Dr,Chesapeake,VA,23320,36.7402,-76.2565,9-12,2291,(757)548-0696,public
510081000312,WESTERN BRANCH HIGH,1968 Bruin Pl,Chesapeake,VA,23321,36.848,-76.4074,9-12,2121,(757)638-7900,public
510081001482,HICKORY HIGH,1996 Hawk Blvd,Chesapeake,VA,23322,36.648,-76.2158,9-12,1581,(757)421-4295,public
510081001832,DEEP CREEK HIGH,2900 Margaret Booker Dr,Chesapeake,VA,23323,36.7543,-76.3525,9-12,1597,(757)558-5302,public
510081002031,GREAT BRIDGE HIGH,301 West Hanbury Rd,Chesapeake,VA,23322,36.6888,-76.2406,9-12,1624,(757)482-5191,public
510081002765,GRASSFIELD HIGH,2007 Grizzly Trail,Chesapeake,VA,23323,36.7146,-76.3192,9-12,2314,(757)558-4749,public
510084000056,MANCHESTER HIGH,12601 Bailey Bridge Rd.,Midlothian,VA,23112,37.407,-77.623,9-12,2188,(804)739-6275,public
510084000324,CLOVER HILL HIGH,13301 Kelly Green Lane,Midlothian,VA,23112,37.44794,-77.64003,9-12,1775,(804)739-6230,public
510084000337,Lloyd C. Bird High,10301 Courthouse Rd.,Chesterfield,VA,23832,37.3886,-77.4946,9-12,2031,(804)768-6110,public
510084000340,MATOACA HIGH,17700 Longhouse Lane,Chesterfield,VA,23838,37.2773,-77.4673,9-12,1630,(804)590-3108,public
510084000342,MEADOWBROOK HIGH,4901 Cogbill Rd.,North Chesterfield,VA,23234,37.4357,-77.4836,9-12,2033,(804)743-3675,public
510084000350,THOMAS DALE HIGH,3626 W. Hundred Rd.,Chester,VA,23831,37.3621,-77.4367,9-12,2556,(804)768-6245,public
